CÓDIGO,AÑO DE INGRESO,REGIÓN,DEPARTAMENTO,DISTRITO,SEXO,EDAD,ESTUDIOS ALCANZADOS,OCUPACIÓN,CARRERA PROFESIONAL O TÉCNICA
MCC-2020-8750,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,M,24,ESTUDIANTE PREGRADO,INGENIERIA,INGENIERIA CIVIL
MCC-2020-8775,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,F,23,LICENCIADO/BACHILLER,PRACTICANTE,NO INFORMO
MCC-2020-8853,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,34,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2020-8862,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,CIENCIAS SOCIALES
MCC-2020-8933,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,M,23,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2020-8987,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,40,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2020-9115,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,F,23,SECUNDARIA,INGENIERIA,NO INFORMO
MCC-2020-9127,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,29,ESTUDIANTE PREGRADO,INDEPENDIENTE,CONTABILIDAD
MCC-2020-9161,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,28,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2020-9162,2020,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,41,LICENCIADO/BACHILLER,INDEPENDIENTE,CIENCIAS DE LA COMUNICACION
MCC-2021-1539,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,LA PUNTA,M,70,SECUNDARIA,LABORANDO,NO INFORMO
MCC-2021-1544,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CARMEN DE LA LEGUA-REYNOSO,M,47,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2021-1559,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,F,46,ESTUDIANTE PREGRADO,LABORANDO,DERECHO
MCC-2021-1535,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,M,45,ESTUDIANTE PREGRADO,LABORANDO,ADMINISTRACION
MCC-2021-1553,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,F,43,ESTUDIANTE PREGRADO,DESEMPLEADO,INGENIERIA INDUSTRIAL
MCC-2021-1520,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,M,38,MAESTRIA,LABORANDO,CIENCIAS SOCIALES
MCC-2021-1523,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,M,35,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2021-1532,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CARMEN DE LA LEGUA-REYNOSO,F,35,MAESTRIA,LABORANDO,DERECHO
MCC-2021-1525,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CARMEN DE LA LEGUA-REYNOSO,M,30,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2021-1534,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,F,28,LICENCIADO/BACHILLER,DESEMPLEADO,DERECHO
MCC-2021-1530,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CARMEN DE LA LEGUA-REYNOSO,M,28,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2021-1561,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,F,24,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2021-1560,2021,P. C. DEL CALLAO,P. C. DEL CALLAO,BELLAVISTA,F,19,SECUNDARIA,ESTUDIANTE,NO INFORMO
MCC-2021-1557,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CARMEN DE LA LEGUA-REYNOSO,F,27,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2021-1529,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,F,30,LICENCIADO/BACHILLER,DESEMPLEADO,ECONOMIA
MCC-2021-1554,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CARMEN DE LA LEGUA-REYNOSO,F,30,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2021-1543,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,F,23,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2021-1546,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,M,23,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA AMBIENTAL
MCC-2021-1531,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CARMEN DE LA LEGUA-REYNOSO,M,24,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2021-1545,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,F,24,LICENCIADO/BACHILLER,DESEMPLEADO,CIENCIAS DE LA COMUNICACION
MCC-2021-1542,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,M,26,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2021-1521,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,M,27,LICENCIADO/BACHILLER,DESEMPLEADO,NO INFORMO
MCC-2021-1522,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,M,57,LICENCIADO/BACHILLER,DESEMPLEADO,COMPUTACION E INFORMATICA
MCC-2021-1524,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,F,24,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2021-1526,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CARMEN DE LA LEGUA-REYNOSO,F,34,LICENCIADO/BACHILLER,DESEMPLEADO,CIENCIAS DE LA COMUNICACION
MCC-2021-1527,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CARMEN DE LA LEGUA-REYNOSO,M,24,ESTUDIANTE PREGRADO,ESTUDIANTE,ECONOMIA
MCC-2021-1528,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,M,49,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2021-1533,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,F,37,MAESTRIA,DESEMPLEADO,EDUCACION
MCC-2021-1536,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,F,30,ESTUDIANTE PREGRADO,LABORANDO,DERECHO
MCC-2021-1537,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,F,27,ESTUDIANTE PREGRADO,DESEMPLEADO,PSICOLOGIA
MCC-2021-1538,2021,P. C. DEL CALLAO,P. C. DEL CALLAO,MI PERU,M,20,SECUNDARIA,DESEMPLEADO,NO INFORMO
MCC-2021-1540,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,F,43,LICENCIADO/BACHILLER,DESEMPLEADO,CONTABILIDAD
MCC-2021-1541,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,M,29,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2021-1547,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CARMEN DE LA LEGUA-REYNOSO,M,25,ESTUDIANTE PREGRADO,LABORANDO,ECONOMIA
MCC-2021-1548,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,M,59,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2021-1549,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,F,21,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2021-1550,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,F,19,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
MCC-2021-1551,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,F,29,ESTUDIANTE PREGRADO,DESEMPLEADO,ADMINISTRACION
MCC-2021-1552,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,M,30,ESTUDIANTE PREGRADO,ESTUDIANTE,ECONOMIA
MCC-2021-1555,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,M,26,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2021-1556,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,M,26,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2021-1558,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,M,53,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2021-3916,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,35,LICENCIADO/BACHILLER,LABORANDO,COMPUTACION E INFORMATICA
MCC-2021-3920,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,F,29,ESTUDIANTE PREGRADO,LABORANDO,CIENCIAS DE LA SALUD
MCC-2021-2923,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,F,27,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2021-3922,2021,P. C. DEL CALLAO,P. C. DEL CALLAO,CALLAO,F,20,SECUNDARIA,LABORANDO,NO INFORMO
MCC-2021-2931,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,22,ESTUDIANTE PREGRADO,LABORANDO,CONTABILIDAD
MCC-2021-2912,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CARMEN DE LA LEGUA-REYNOSO,M,56,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA INDUSTRIAL
MCC-2021-2913,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,68,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2021-2914,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,F,38,MAESTRIA,DESEMPLEADO,CONTABILIDAD
MCC-2021-2915,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,M,36,ESTUDIANTE PREGRADO,LABORANDO,CONTABILIDAD
MCC-2021-2916,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,M,31,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2021-2917,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,31,LICENCIADO/BACHILLER,LABORANDO,CIENCIAS SOCIALES
MCC-2021-2918,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,M,28,ESTUDIANTE PREGRADO,LABORANDO,NO INFORMO
MCC-2021-2919,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,25,LICENCIADO/BACHILLER,ESTUDIANTE,INGENIERIA INDUSTRIAL
MCC-2021-2920,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,CIENCIAS DE LA COMUNICACION
MCC-2021-2921,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,M,21,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2021-2922,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,21,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2021-2924,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,26,LICENCIADO/BACHILLER,PRACTICANTE,ADMINISTRACION
MCC-2021-2925,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,F,23,LICENCIADO/BACHILLER,DESEMPLEADO,ECONOMIA
MCC-2021-2926,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CARMEN DE LA LEGUA-REYNOSO,F,30,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA INDUSTRIAL
MCC-2021-2927,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA INDUSTRIAL
MCC-2021-2928,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,F,23,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2021-2929,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,F,22,ESTUDIANTE PREGRADO,DESEMPLEADO,ADMINISTRACION
MCC-2021-2930,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,24,LICENCIADO/BACHILLER,DESEMPLEADO,INGENIERIA CIVIL
MCC-2021-3909,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,F,29,ESTUDIANTE PREGRADO,DESEMPLEADO,CIENCIAS DE LA SALUD
MCC-2021-3910,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2021-3911,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,M,30,LICENCIADO/BACHILLER,DESEMPLEADO,ECONOMIA
MCC-2021-3912,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,F,27,ESTUDIANTE PREGRADO,ESTUDIANTE,ECONOMIA
MCC-2021-3913,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,M,37,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2021-3914,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,31,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2021-3915,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,F,58,ESTUDIANTE PREGRADO,LABORANDO,ECONOMIA
MCC-2021-3917,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,M,31,ESTUDIANTE PREGRADO,LABORANDO,ARQUITECTURA
MCC-2021-3918,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,M,24,ESTUDIANTE PREGRADO,ESTUDIANTE,CIENCIAS SOCIALES
MCC-2021-3919,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CARMEN DE LA LEGUA-REYNOSO,M,54,MAESTRIA,LABORANDO,NO INFORMO
MCC-2021-3921,2021,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,M,24,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA INDUSTRIAL
MCC-2022-1391,2022,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA INDUSTRIAL
MCC-2022-1392,2022,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,42,LICENCIADO/BACHILLER,LABORANDO,INGENIERIA CIVIL
MCC-2022-1393,2022,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,19,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA AMBIENTAL
MCC-2022-1394,2022,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,36,LICENCIADO/BACHILLER,LABORANDO,CIENCIAS DE LA COMUNICACION
MCC-2022-1395,2022,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,32,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2022-1396,2022,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,52,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2022-1397,2022,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,F,35,MAESTRIA,LABORANDO,NO INFORMO
MCC-2022-1398,2022,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CALLAO,M,29,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2022-1399,2022,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CARMEN DE LA LEGUA-REYNOSO,M,63,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2022-1400,2022,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,CARMEN DE LA LEGUA-REYNOSO,F,21,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2022-1401,2022,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,MI PERU,F,40,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2022-1402,2022,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,F,26,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA AMBIENTAL
MCC-2022-1403,2022,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,F,25,LICENCIADO/BACHILLER,PRACTICANTE,DERECHO
MCC-2022-1404,2022,P. C. DEL CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,M,18,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA INDUSTRIAL
MCC-2018-0473,2018,PASCO,PASCO,SIMON BOLIVAR,F,32,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2018-0680,2018,PASCO,OXAPAMPA,VILLA RICA,M,26,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2018-0691,2018,PASCO,OXAPAMPA,VILLA RICA,M,23,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2018-0687,2018,PASCO,OXAPAMPA,OXAPAMPA,F,25,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2018-0674,2018,PASCO,OXAPAMPA,VILLA RICA,M,22,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2018-0495,2018,PASCO,PASCO,CHAUPIMARCA,F,28,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2018-0662,2018,PASCO,PASCO,TINYAHUARCO,M,26,ESTUDIANTE PREGRADO,ESTUDIANTE,NO INFORMO
MCC-2019-1545,2019,PASCO,PASCO,SIMON BOLIVAR,M,25,SECUNDARIA,ESTUDIANTE,CONTABILIDAD
MCC-2019-1559,2019,PASCO,PASCO,YANACANCHA,M,48,LICENCIADO/BACHILLER,ABOGADO,DERECHO
MCC-2019-1544,2019,PASCO,PASCO,CHAUPIMARCA,M,29,ESTUDIANTE PREGRADO,ESTUDIANTE,ADMINISTRACION
MCC-2019-1557,2019,PASCO,PASCO,TICLACAYAN,F,66,LICENCIADO/BACHILLER,MEDIO AMBIENTE,ASISTENTE
MCC-2019-1556,2019,PASCO,PASCO,YANACANCHA,F,33,LICENCIADO/BACHILLER,DESEMPLEADO,NO INFORMO
MCC-2019-1560,2019,PASCO,PASCO,NINACACA,M,37,SECUNDARIA,CONSTRUCCION CIVIL,CONSTRUCCION CIVIL
MCC-2019-1543,2019,PASCO,PASCO,YANACANCHA,F,26,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2019-1553,2019,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,F,29,MAESTRIA,DESEMPLEADO,CONTABILIDAD
MCC-2019-1555,2019,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,M,40,MAESTRIA,LABORANDO,CONTABILIDAD
MCC-2019-1541,2019,PASCO,PASCO,NINACACA,F,29,LICENCIADO/BACHILLER,LABORANDO,DERECHO
MCC-2019-1550,2019,PASCO,PASCO,YANACANCHA,M,41,MAESTRIA,LABORANDO,DERECHO
MCC-2019-1569,2019,PASCO,PASCO,YANACANCHA,F,21,ESTUDIANTE PREGRADO,PRACTICANTE,DERECHO
MCC-2019-1564,2019,PASCO,PASCO,CHAUPIMARCA,M,29,LICENCIADO/BACHILLER,ABOGADO,DERECHO
MCC-2019-1565,2019,PASCO,PASCO,CHAUPIMARCA,F,24,ESTUDIANTE PREGRADO,ESTUDIANTE,ECONOMIA
MCC-2019-1562,2019,PASCO,PASCO,YANACANCHA,F,29,LICENCIADO/BACHILLER,DESEMPLEADO,ECONOMIA
MCC-2019-1567,2019,PASCO,PASCO,CHAUPIMARCA,F,28,LICENCIADO/BACHILLER,DESEMPLEADO,ECONOMIA
MCC-2019-1548,2019,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,M,28,ESTUDIANTE PREGRADO,ESTUDIANTE,EDUCACION SECUNDARIA
MCC-2019-1328,2019,PASCO,DANIEL ALCIDES CARRION,PAUCAR,M,21,LICENCIADO/BACHILLER,ESTUDIANTE,ESTUDIANTE
MCC-2019-1334,2019,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,M,22,LICENCIADO/BACHILLER,ESTUDIANTE,ESTUDIANTE
MCC-2019-1339,2019,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,M,20,LICENCIADO/BACHILLER,ESTUDIANTE,ESTUDIANTE
MCC-2019-1551,2019,PASCO,PASCO,CHAUPIMARCA,F,23,ESTUDIANTE PREGRADO,ESTUDIANTE,ESTUDIANTE
MCC-2019-1554,2019,PASCO,PASCO,CHAUPIMARCA,M,23,ESTUDIANTE PREGRADO,ESTUDIANTE,ESTUDIANTE
MCC-2019-1568,2019,PASCO,PASCO,CHAUPIMARCA,F,47,LICENCIADO/BACHILLER,COMERCIO,ESTUDIANTE
MCC-2019-1570,2019,PASCO,PASCO,NINACACA,F,29,ESTUDIANTE PREGRADO,ESTUDIANTE,ESTUDIANTE
MCC-2019-1043,2019,PASCO,OXAPAMPA,VILLA RICA,M,29,SECUNDARIA,ESTUDIANTE,INGENIERIA CIVIL
MCC-2019-1044,2019,PASCO,OXAPAMPA,VILLA RICA,M,28,SECUNDARIA,ESTUDIANTE,INGENIERIA CIVIL
MCC-2019-1549,2019,PASCO,PASCO,YANACANCHA,F,32,LICENCIADO/BACHILLER,INGENIERIA,INGENIERIA AMBIENTAL
MCC-2019-0838,2019,PASCO,OXAPAMPA,CONSTITUCION,M,27,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2019-1038,2019,PASCO,OXAPAMPA,VILLA RICA,M,34,ESTUDIANTE PREGRADO,ESTUDIANTE,INGENIERIA CIVIL
MCC-2019-1547,2019,PASCO,PASCO,SIMON BOLIVAR,F,28,LICENCIADO/BACHILLER,INGENIERIA,INGENIERIA CIVIL
MCC-2019-1558,2019,PASCO,PASCO,HUAYLLAY,M,33,LICENCIADO/BACHILLER,INGENIERIA,INGENIERIA CIVIL
MCC-2019-1546,2019,PASCO,PASCO,SIMON BOLIVAR,F,41,LICENCIADO/BACHILLER,INDEPENDIENTE,OBSTETRICIA
MCC-2019-1542,2019,PASCO,PASCO,YANACANCHA,M,59,MAESTRIA,LABORANDO,NO INFORMO
MCC-2019-1571,2019,PASCO,PASCO,NINACACA,F,32,LICENCIADO/BACHILLER,LABORANDO,NO INFORMO
MCC-2019-1552,2019,PASCO,PASCO,SIMON BOLIVAR,M,38,ESTUDIANTE PREGRADO,LABORANDO,NO INFORMO
MCC-2019-0826,2019,PASCO,PASCO,CHAUPIMARCA,M,32,LICENCIADO/BACHILLER,INDEPENDIENTE,PSICOLOGIA
MCC-2020-6022,2020,PASCO,PASCO,YANACANCHA,M,37,ESTUDIANTE PREGRADO,DESEMPLEADO,CONTABILIDAD
MCC-2020-6008,2020,PASCO,PASCO,CHAUPIMARCA,F,30,LICENCIADO/BACHILLER,ABOGADO,DERECHO
MCC-2020-5992,2020,PASCO,PASCO,CHAUPIMARCA,F,30,LICENCIADO/BACHILLER,ASISTENTE,ADMINISTRACION
MCC-2020-6016,2020,PASCO,PASCO,SIMON BOLIVAR,F,30,LICENCIADO/BACHILLER,INGENIERIA,ADMINISTRACION
MCC-2020-6000,2020,PASCO,PASCO,CHAUPIMARCA,M,38,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2020-6026,2020,PASCO,PASCO,YANACANCHA,F,30,LICENCIADO/BACHILLER,DESEMPLEADO,ADMINISTRACION
MCC-2020-5988,2020,PASCO,OXAPAMPA,PUERTO BERMUDEZ,M,29,LICENCIADO/BACHILLER,ESTUDIANTE,ADMINISTRACION
MCC-2020-5985,2020,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,M,35,LICENCIADO/BACHILLER,NEGOCIANTE,INGENIERIA AGRONOMA
MCC-2020-6036,2020,PASCO,PASCO,YANACANCHA,F,28,LICENCIADO/BACHILLER,LABORANDO,ADMINISTRACION
MCC-2020-4958,2020,PASCO,PASCO,CHAUPIMARCA,F,40,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2020-6014,2020,PASCO,PASCO,SAN FCO DE ASIS DE YARUSYACAN,M,28,LICENCIADO/BACHILLER,DESEMPLEADO,CIENCIAS SOCIALES
MCC-2020-5987,2020,PASCO,OXAPAMPA,OXAPAMPA,M,27,LICENCIADO/BACHILLER,INGENIERIA,COMPUTACION E INFORMATICA
MCC-2020-6006,2020,PASCO,PASCO,CHAUPIMARCA,M,50,MAESTRIA,LABORANDO,COMPUTACION E INFORMATICA
MCC-2020-6044,2020,PASCO,PASCO,YANACANCHA,M,29,LICENCIADO/BACHILLER,PRACTICANTE,COMPUTACION E INFORMATICA
MCC-2020-6005,2020,PASCO,PASCO,CHAUPIMARCA,F,24,LICENCIADO/BACHILLER,ASISTENTE,CONTABILIDAD
MCC-2020-6011,2020,PASCO,PASCO,CHAUPIMARCA,F,23,LICENCIADO/BACHILLER,DESEMPLEADO,CONTABILIDAD
MCC-2020-6029,2020,PASCO,PASCO,YANACANCHA,F,23,ESTUDIANTE PREGRADO,ESTUDIANTE,CONTABILIDAD
MCC-2020-6031,2020,PASCO,PASCO,YANACANCHA,M,28,LICENCIADO/BACHILLER,INGENIERIA,CONTABILIDAD
MCC-2020-6032,2020,PASCO,PASCO,YANACANCHA,F,24,LICENCIADO/BACHILLER,LABORANDO,CONTABILIDAD
MCC-2020-6043,2020,PASCO,PASCO,YANACANCHA,M,26,ESTUDIANTE PREGRADO,ASISTENTE,CONTABILIDAD
MCC-2020-5998,2020,PASCO,PASCO,CHAUPIMARCA,F,34,LICENCIADO/BACHILLER,CONTADOR,CONTABILIDAD
MCC-2020-6013,2020,PASCO,PASCO,PAUCARTAMBO,F,27,LICENCIADO/BACHILLER,ASISTENTE,CONTABILIDAD
MCC-2020-6021,2020,PASCO,PASCO,TINYAHUARCO,M,33,LICENCIADO/BACHILLER,DESEMPLEADO,CONTABILIDAD
MCC-2020-5995,2020,PASCO,PASCO,CHAUPIMARCA,F,22,ESTUDIANTE PREGRADO,ESTUDIANTE,DERECHO
